teensy_ms,esp_ms,sensor,accel_x,accel_y,accel_z,magnitude
192271,317682,IMU,0.14,0.02,7.75,7.75
192371,317782,IMU,0.15,0.02,7.77,7.77
192471,317882,IMU,0.13,0.02,7.74,7.75
192571,317982,IMU,0.15,0.01,7.75,7.76
192671,318082,IMU,0.15,0.02,7.78,7.78
192771,318182,IMU,0.14,0.01,7.75,7.75
192871,318282,IMU,0.12,0.01,7.73,7.73
192971,318382,IMU,0.15,0.02,7.73,7.73
193071,318482,IMU,0.13,-0.01,7.74,7.74
193171,318582,IMU,0.12,-0.00,7.75,7.75
193271,318682,IMU,0.12,-0.00,7.74,7.74
193371,318782,IMU,0.13,0.00,7.76,7.77
193471,318882,IMU,0.14,0.02,7.78,7.78
193571,318982,IMU,0.14,0.01,7.75,7.75
193671,319082,IMU,0.11,0.02,7.75,7.75
193771,319182,IMU,0.12,0.00,7.74,7.74
193871,319282,IMU,0.13,0.02,7.77,7.77
193971,319382,IMU,0.14,-0.01,7.72,7.72
194071,319482,IMU,0.11,0.00,7.76,7.76
194253,319663,IMU,0.14,0.01,7.72,7.72
194271,319682,IMU,0.13,0.02,7.74,7.74
194371,319782,IMU,0.13,0.02,7.75,7.75
194471,319882,IMU,0.14,-0.01,7.75,7.75
194571,319982,IMU,0.15,0.00,7.75,7.76
194671,320082,IMU,0.12,0.00,7.75,7.75
194771,320182,IMU,0.13,0.01,7.75,7.75
194871,320282,IMU,0.11,0.01,7.75,7.75
194971,320382,IMU,0.15,-0.00,7.74,7.75
195071,320482,IMU,0.14,0.00,7.77,7.78
195171,320582,IMU,0.12,0.02,7.73,7.74
195271,320682,IMU,0.13,0.01,7.75,7.75
195371,320782,IMU,0.13,0.00,7.74,7.75
195471,320882,IMU,0.14,0.00,7.74,7.74
195571,320982,IMU,0.12,0.01,7.75,7.75
195671,321082,IMU,0.12,0.01,7.74,7.74
195771,321182,IMU,0.11,0.02,7.75,7.75
195871,321282,IMU,0.12,0.02,7.75,7.76
195971,321382,IMU,0.13,-0.00,7.75,7.75
196071,321482,IMU,0.13,0.00,7.73,7.73
196253,321663,IMU,0.13,-0.00,7.75,7.75
196271,321682,IMU,0.13,-0.01,7.75,7.76
196371,321782,IMU,0.12,0.00,7.75,7.75
196471,321882,IMU,0.13,0.01,7.76,7.76
196571,321982,IMU,0.13,0.01,7.74,7.74
196671,322082,IMU,0.14,-0.00,7.77,7.77
196771,322182,IMU,0.12,0.02,7.78,7.78
196871,322282,IMU,0.12,-0.01,7.77,7.77
196971,322382,IMU,0.13,0.01,7.74,7.74
197071,322482,IMU,0.13,0.04,7.73,7.73
197171,322582,IMU,0.12,0.02,7.74,7.75
197271,322682,IMU,0.12,0.02,7.77,7.77
197371,322782,IMU,0.14,0.00,7.75,7.75
197471,322882,IMU,0.11,0.04,7.74,7.74
197571,322982,IMU,0.13,0.01,7.74,7.74
197671,323082,IMU,0.13,0.02,7.75,7.75
197771,323182,IMU,0.15,0.03,7.75,7.75
197871,323282,IMU,0.14,-0.00,7.75,7.75
197971,323382,IMU,0.14,-0.00,7.73,7.73
198071,323482,IMU,0.14,0.01,7.72,7.72
198253,323663,IMU,0.13,0.02,7.75,7.76
198271,323682,IMU,0.15,0.02,7.73,7.73
198371,323782,IMU,0.13,0.02,7.73,7.73
198471,323882,IMU,0.12,0.02,7.73,7.73
198571,323982,IMU,0.12,-0.00,7.75,7.75
198671,324082,IMU,0.12,0.02,7.74,7.75
198771,324182,IMU,0.11,0.01,7.78,7.78
198871,324282,IMU,0.11,-0.01,7.74,7.74
198971,324382,IMU,0.13,0.01,7.76,7.76
199071,324482,IMU,0.13,0.01,7.76,7.76
199171,324582,IMU,0.12,-0.00,7.73,7.73
199271,324682,IMU,0.13,0.01,7.76,7.76
199371,324782,IMU,0.14,0.02,7.74,7.74
199471,324882,IMU,0.12,0.01,7.75,7.75
199571,324982,IMU,0.13,0.01,7.78,7.78
199671,325082,IMU,0.15,0.03,7.75,7.75
199771,325182,IMU,0.11,0.01,7.72,7.72
199871,325282,IMU,0.10,0.00,7.77,7.77
199971,325382,IMU,0.12,0.01,7.71,7.71
200071,325482,IMU,0.13,0.01,7.73,7.73
200252,325663,IMU,0.12,0.01,7.77,7.77
200271,325682,IMU,0.16,0.02,7.76,7.76
200371,325782,IMU,0.12,0.00,7.76,7.76
200471,325882,IMU,0.11,-0.01,7.76,7.76
200571,325982,IMU,0.14,-0.01,7.75,7.75
200671,326082,IMU,0.14,0.02,7.75,7.75
200771,326182,IMU,0.13,0.00,7.75,7.75
200871,326282,IMU,0.13,0.02,7.76,7.76
200971,326382,IMU,0.13,0.00,7.75,7.75
201071,326482,IMU,0.14,0.00,7.77,7.77
201171,326582,IMU,0.13,0.01,7.73,7.73
201271,326682,IMU,0.15,0.01,7.75,7.75
201371,326782,IMU,0.13,0.02,7.76,7.76
201471,326882,IMU,0.13,-0.01,7.74,7.74
201571,326982,IMU,0.14,0.01,7.78,7.78
201671,327082,IMU,0.14,0.02,7.75,7.75
201771,327182,IMU,0.11,0.00,7.71,7.71
201871,327282,IMU,0.14,-0.01,7.74,7.74
201971,327382,IMU,0.13,0.02,7.73,7.73
202071,327482,IMU,0.11,-0.00,7.74,7.74
202252,327663,IMU,0.14,0.01,7.76,7.76
202271,327682,IMU,0.13,0.01,7.70,7.70
202371,327782,IMU,0.14,-0.01,7.77,7.77
202471,327882,IMU,0.14,-0.01,7.76,7.77
202571,327982,IMU,0.13,-0.00,7.75,7.75
202671,328082,IMU,0.15,0.02,7.75,7.75
202771,328182,IMU,0.13,0.01,7.76,7.76
202871,328282,IMU,0.13,0.01,7.73,7.73
202971,328382,IMU,0.15,0.01,7.74,7.75
203071,328482,IMU,0.13,0.01,7.75,7.75
203171,328582,IMU,0.13,-0.01,7.75,7.75
203271,328682,IMU,0.12,0.02,7.75,7.76
203371,328782,IMU,0.13,0.03,7.75,7.75
203471,328882,IMU,0.13,-0.02,7.76,7.76
203571,328982,IMU,0.12,0.02,7.73,7.73
203671,329082,IMU,0.14,0.01,7.74,7.74
203771,329182,IMU,0.14,0.01,7.74,7.74
203871,329282,IMU,0.14,-0.00,7.73,7.73
203971,329382,IMU,0.13,0.01,7.72,7.72
204071,329482,IMU,0.14,-0.02,7.72,7.72
204252,329663,IMU,0.14,0.00,7.76,7.76
204271,329682,IMU,0.14,-0.01,7.77,7.78
204371,329782,IMU,0.14,-0.00,7.77,7.77
204471,329882,IMU,0.12,0.02,7.75,7.75
204571,329982,IMU,0.13,-0.00,7.75,7.75
204671,330082,IMU,0.12,-0.00,7.77,7.77
204771,330182,IMU,0.13,0.02,7.77,7.77
204871,330282,IMU,0.13,0.01,7.78,7.78
204971,330382,IMU,0.12,0.00,7.77,7.77
205071,330482,IMU,0.16,-0.01,7.73,7.73
205171,330582,IMU,0.13,0.01,7.74,7.74
205271,330682,IMU,0.16,0.03,7.77,7.77
205371,330782,IMU,0.14,-0.01,7.73,7.73
205471,330882,IMU,0.12,0.01,7.72,7.73
205571,330982,IMU,0.11,0.00,7.74,7.74
205671,331082,IMU,0.13,0.01,7.73,7.73
205771,331182,IMU,0.12,0.01,7.75,7.75
205871,331282,IMU,0.13,0.01,7.75,7.75
205971,331382,IMU,0.13,0.03,7.75,7.75
206071,331482,IMU,0.13,0.04,7.74,7.74
206253,331663,IMU,0.12,0.00,7.72,7.72
206271,331682,IMU,0.12,0.04,7.74,7.75
206371,331782,IMU,0.14,-0.01,7.78,7.78
206471,331882,IMU,0.13,-0.00,7.74,7.74
206571,331982,IMU,0.14,-0.01,7.73,7.73
206671,332082,IMU,0.13,0.02,7.73,7.73
206771,332182,IMU,0.12,-0.00,7.74,7.74
206871,332282,IMU,0.12,0.03,7.77,7.77
206971,332382,IMU,0.12,0.02,7.74,7.74
207071,332482,IMU,0.13,0.01,7.74,7.74
207171,332582,IMU,0.11,0.02,7.75,7.75
207271,332682,IMU,0.13,0.00,7.74,7.74
207371,332782,IMU,0.16,0.01,7.74,7.74
207471,332882,IMU,0.13,0.03,7.78,7.78
207571,332982,IMU,0.13,0.02,7.72,7.72
207671,333082,IMU,0.14,0.03,7.77,7.77
207771,333182,IMU,0.09,0.02,7.72,7.72
207871,333282,IMU,0.01,-0.01,7.43,7.43
207971,333382,IMU,-0.00,-0.03,7.61,7.61
208071,333482,IMU,0.15,-0.02,7.75,7.76
208253,333663,IMU,0.14,0.01,7.75,7.75
208271,333682,IMU,0.10,0.03,7.77,7.77
208371,333782,IMU,0.12,0.01,7.76,7.77
208471,333882,IMU,0.14,0.02,7.82,7.82
208571,333982,IMU,0.14,0.00,7.74,7.74
208671,334082,IMU,0.12,0.01,7.74,7.74
208771,334182,IMU,0.14,-0.01,7.77,7.77
208871,334282,IMU,0.11,0.02,7.74,7.74
208971,334382,IMU,0.14,-0.01,7.75,7.75
209071,334482,IMU,0.14,-0.01,7.70,7.70
209171,334582,IMU,0.13,0.01,7.76,7.76
209271,334682,IMU,0.17,0.01,7.69,7.69
209371,334782,IMU,0.19,0.04,7.82,7.82
209471,334882,IMU,0.11,-0.03,7.69,7.69
209571,334982,IMU,0.10,0.03,7.75,7.75
209671,335082,IMU,0.13,0.02,7.75,7.75
209771,335182,IMU,0.13,0.02,7.74,7.74
209871,335282,IMU,0.13,0.01,7.75,7.75
209971,335382,IMU,0.12,0.02,7.76,7.76
210071,335482,IMU,0.13,0.03,7.77,7.77
210253,335663,IMU,0.03,-0.02,7.67,7.67
210271,335682,IMU,0.13,0.02,7.71,7.71
210371,335782,IMU,0.06,0.03,7.77,7.77
210471,335882,IMU,0.11,0.08,7.76,7.76
210571,335982,IMU,0.14,0.01,7.74,7.74
210671,336082,IMU,0.14,-0.01,7.72,7.72
210771,336182,IMU,0.13,0.01,7.80,7.80
210871,336282,IMU,0.11,0.00,7.67,7.67
210971,336382,IMU,0.08,-0.01,7.75,7.75
211071,336482,IMU,0.12,0.03,7.77,7.77
211171,336582,IMU,0.12,0.03,7.73,7.73
211271,336682,IMU,0.14,0.01,7.74,7.74
211371,336782,IMU,0.13,0.01,7.76,7.76
211471,336882,IMU,0.14,0.03,7.69,7.69
211571,336982,IMU,0.14,-0.01,7.80,7.80
211671,337082,IMU,0.13,-0.01,7.77,7.77
211771,337182,IMU,0.13,0.01,7.76,7.76
211871,337282,IMU,0.15,0.00,7.74,7.75
211971,337382,IMU,0.15,0.02,7.73,7.73
212071,337482,IMU,0.13,0.03,7.76,7.76
212253,337663,IMU,0.11,0.03,7.77,7.77
212271,337682,IMU,0.12,0.00,7.74,7.74
212371,337782,IMU,0.14,0.01,7.71,7.71
212471,337882,IMU,0.11,-0.01,7.74,7.74
212571,337982,IMU,0.12,0.00,7.75,7.75
212671,338082,IMU,0.14,0.01,7.77,7.77
212771,338182,IMU,0.13,0.01,7.76,7.76
212871,338282,IMU,0.13,0.03,7.76,7.76
212971,338382,IMU,0.10,0.02,7.74,7.74
213071,338482,IMU,0.12,0.03,7.74,7.75
213171,338582,IMU,0.12,-0.00,7.71,7.71
213271,338682,IMU,0.15,0.02,7.77,7.77
213371,338782,IMU,0.13,-0.02,7.80,7.80
213471,338882,IMU,0.12,0.02,7.77,7.77
213571,338982,IMU,0.11,0.00,7.76,7.76
213671,339082,IMU,0.12,0.00,7.76,7.76
213771,339182,IMU,0.14,0.02,7.75,7.75
213871,339282,IMU,0.13,0.01,7.73,7.74
213971,339382,IMU,0.11,0.01,7.74,7.74
214071,339482,IMU,0.14,0.02,7.74,7.74
214253,339663,IMU,0.13,0.01,7.77,7.77
214271,339682,IMU,0.14,0.01,7.74,7.74
214371,339782,IMU,0.12,-0.00,7.74,7.74
214471,339882,IMU,0.13,0.01,7.73,7.73
214571,339982,IMU,0.14,-0.01,7.72,7.72
214671,340082,IMU,0.13,-0.01,7.77,7.78
214771,340182,IMU,0.11,0.01,7.75,7.75
214871,340282,IMU,0.14,0.04,7.74,7.74
214971,340382,IMU,0.14,0.01,7.76,7.76
215071,340482,IMU,0.14,0.01,7.74,7.74
215171,340582,IMU,0.14,0.03,7.74,7.74
215271,340682,IMU,0.12,0.01,7.73,7.73
215371,340782,IMU,0.12,0.02,7.75,7.75
215471,340882,IMU,0.14,0.00,7.74,7.74
215571,340982,IMU,0.13,0.01,7.73,7.73
215671,341082,IMU,0.10,0.00,7.77,7.77
215771,341182,IMU,0.12,-0.01,7.74,7.74
215871,341282,IMU,0.11,0.01,7.74,7.74
215971,341382,IMU,0.13,0.01,7.77,7.77
216071,341482,IMU,0.13,0.02,7.75,7.75
216253,341663,IMU,0.13,-0.00,7.76,7.76
216271,341682,IMU,0.12,0.00,7.76,7.76
216371,341782,IMU,0.13,0.02,7.76,7.76
216471,341882,IMU,0.13,0.01,7.76,7.76
216571,341982,IMU,0.14,0.01,7.73,7.73
216671,342082,IMU,0.14,-0.01,7.72,7.72
216771,342182,IMU,0.12,0.01,7.75,7.75
216871,342282,IMU,0.14,-0.01,7.76,7.76
216971,342382,IMU,0.13,-0.02,7.77,7.77
217071,342482,IMU,0.13,0.00,7.75,7.75
217171,342582,IMU,0.14,-0.01,7.75,7.76
217271,342682,IMU,0.11,0.01,7.75,7.75
217371,342782,IMU,0.13,-0.01,7.73,7.73
217471,342882,IMU,0.14,-0.01,7.73,7.73
217571,342982,IMU,0.12,-0.01,7.76,7.76
217671,343082,IMU,0.14,-0.00,7.75,7.75
217771,343182,IMU,0.15,0.00,7.75,7.75
217871,343282,IMU,0.12,0.01,7.74,7.74
217971,343382,IMU,0.13,-0.00,7.73,7.73
218071,343482,IMU,0.14,-0.01,7.74,7.74
218252,343663,IMU,0.13,0.02,7.75,7.75
218271,343682,IMU,0.12,0.01,7.72,7.72
218371,343782,IMU,0.12,-0.01,7.74,7.74
218471,343882,IMU,0.12,0.01,7.76,7.76
218571,343982,IMU,0.12,-0.00,7.76,7.76
218671,344082,IMU,0.11,0.02,7.75,7.75
218771,344182,IMU,0.12,0.02,7.75,7.75
218871,344282,IMU,0.13,0.02,7.74,7.74
218971,344382,IMU,0.12,0.01,7.74,7.74
219071,344482,IMU,0.12,-0.01,7.74,7.74
219171,344582,IMU,0.14,0.01,7.75,7.75
219271,344682,IMU,0.13,0.01,7.74,7.74
219371,344782,IMU,0.13,0.03,7.77,7.77
219471,344882,IMU,0.14,0.02,7.74,7.74
219571,344982,IMU,0.13,0.02,7.75,7.75
219671,345082,IMU,0.13,0.02,7.74,7.74
219771,345182,IMU,0.14,-0.00,7.72,7.72
219871,345282,IMU,0.12,-0.02,7.73,7.73
219971,345382,IMU,0.13,-0.00,7.77,7.77
220071,345482,IMU,0.13,0.01,7.73,7.73
220252,345663,IMU,0.15,0.01,7.77,7.77
220271,345682,IMU,0.14,0.02,7.75,7.75
220371,345782,IMU,0.14,0.02,7.77,7.77
220471,345882,IMU,0.14,0.01,7.77,7.77
220571,345982,IMU,0.12,0.02,7.74,7.74
220671,346082,IMU,0.14,0.01,7.77,7.77
220771,346182,IMU,0.14,0.02,7.76,7.76
220871,346282,IMU,0.12,0.00,7.74,7.75
220971,346382,IMU,0.12,-0.01,7.76,7.76
221071,346482,IMU,0.12,0.01,7.77,7.77
221171,346582,IMU,0.15,-0.00,7.74,7.74
221271,346682,IMU,0.13,0.01,7.77,7.77
221371,346782,IMU,0.12,0.01,7.71,7.71
221471,346882,IMU,0.13,-0.00,7.72,7.72
221571,346982,IMU,0.13,0.01,7.75,7.75
221671,347082,IMU,0.12,0.02,7.77,7.77
221771,347182,IMU,0.12,0.02,7.74,7.74
221871,347282,IMU,0.12,0.01,7.77,7.77
221971,347382,IMU,0.13,0.00,7.77,7.77
222071,347482,IMU,0.14,-0.01,7.75,7.75
222252,347663,IMU,0.10,-0.00,7.75,7.75
222271,347682,IMU,0.13,0.00,7.74,7.74
222371,347782,IMU,0.12,-0.01,7.75,7.75
222471,347882,IMU,0.13,0.01,7.76,7.76
222571,347982,IMU,0.14,0.01,7.74,7.74
222671,348082,IMU,0.12,0.02,7.73,7.74
222771,348182,IMU,0.12,-0.01,7.75,7.75
222871,348282,IMU,0.12,0.02,7.71,7.71
222971,348382,IMU,0.11,0.00,7.74,7.74
223071,348482,IMU,0.14,0.01,7.74,7.74
223171,348582,IMU,0.15,-0.01,7.76,7.76
223271,348682,IMU,0.13,0.01,7.75,7.75
223371,348782,IMU,0.15,0.03,7.79,7.79
223471,348882,IMU,0.15,0.02,7.76,7.76
223571,348982,IMU,0.13,-0.00,7.72,7.72
223671,349082,IMU,0.12,0.02,7.73,7.73
223771,349182,IMU,0.13,0.01,7.73,7.73
223871,349282,IMU,0.12,0.01,7.75,7.75
223971,349382,IMU,0.13,0.01,7.75,7.76
224071,349482,IMU,0.13,0.00,7.73,7.73
224253,349663,IMU,0.12,0.00,7.76,7.76
224271,349682,IMU,0.12,0.01,7.76,7.76
224371,349782,IMU,0.14,-0.00,7.74,7.74
224471,349882,IMU,0.14,-0.01,7.75,7.75
224571,349982,IMU,0.14,0.01,7.78,7.78
224671,350082,IMU,0.14,0.02,7.76,7.76
224771,350182,IMU,0.12,0.02,7.74,7.75
224871,350282,IMU,0.11,0.02,7.75,7.75
224971,350382,IMU,0.13,0.02,7.75,7.75
225071,350482,IMU,0.13,0.05,7.76,7.77
225171,350582,IMU,0.12,0.01,7.74,7.74
225271,350682,IMU,0.14,0.01,7.74,7.75
225371,350782,IMU,0.13,0.01,7.76,7.76
225471,350882,IMU,0.13,0.00,7.76,7.76
225571,350982,IMU,0.11,0.00,7.75,7.75
225671,351082,IMU,0.14,0.02,7.74,7.75
225771,351182,IMU,0.11,0.00,7.76,7.76
225871,351282,IMU,0.13,0.01,7.76,7.76
225971,351382,IMU,0.12,0.04,7.75,7.76
226071,351482,IMU,0.14,-0.00,7.75,7.75
226252,351663,IMU,0.13,0.03,7.73,7.74
226271,351682,IMU,0.14,0.03,7.76,7.76
226371,351782,IMU,0.14,0.03,7.72,7.73
226471,351882,IMU,0.13,0.01,7.75,7.75
226571,351982,IMU,0.13,-0.00,7.76,7.76
226671,352082,IMU,0.13,-0.01,7.74,7.74
226771,352182,IMU,0.12,0.01,7.74,7.74
226871,352282,IMU,0.15,0.02,7.75,7.75
226971,352382,IMU,0.13,0.01,7.72,7.72
227071,352482,IMU,0.13,0.00,7.76,7.76
227171,352582,IMU,0.14,0.01,7.76,7.76
227271,352682,IMU,0.14,0.01,7.72,7.73
227371,352782,IMU,0.14,0.00,7.75,7.75
227471,352882,IMU,0.14,0.00,7.75,7.75
227571,352982,IMU,0.13,0.01,7.76,7.76
227671,353082,IMU,0.13,0.01,7.74,7.74
227771,353182,IMU,0.14,0.02,7.75,7.75
227871,353282,IMU,0.14,0.01,7.72,7.73
227971,353382,IMU,0.14,0.02,7.73,7.74
228071,353482,IMU,0.13,0.02,7.71,7.71
228252,353663,IMU,0.12,0.01,7.74,7.74
228271,353682,IMU,0.13,0.00,7.77,7.77
228371,353782,IMU,0.14,0.01,7.69,7.69
228471,353882,IMU,0.12,0.01,7.72,7.72
228571,353982,IMU,0.13,-0.01,7.72,7.72
228671,354082,IMU,0.14,0.00,7.77,7.77
228771,354182,IMU,0.14,-0.01,7.75,7.75
228871,354282,IMU,0.13,0.01,7.73,7.73
228971,354382,IMU,0.13,0.00,7.76,7.76
229071,354482,IMU,0.12,0.00,7.77,7.77
229171,354582,IMU,0.14,0.02,7.78,7.78
229271,354682,IMU,0.12,0.01,7.74,7.74
229371,354782,IMU,0.13,0.00,7.72,7.72
229471,354882,IMU,0.13,-0.00,7.74,7.74
229571,354982,IMU,0.12,0.02,7.75,7.75
229671,355082,IMU,0.14,0.00,7.75,7.75
229771,355182,IMU,0.14,0.01,7.76,7.76
229871,355282,IMU,0.14,0.01,7.77,7.77
229971,355382,IMU,0.13,-0.01,7.76,7.76
230071,355482,IMU,0.14,0.01,7.74,7.74
230252,355663,IMU,0.13,0.02,7.71,7.71
230271,355682,IMU,0.14,0.01,7.76,7.76
230371,355782,IMU,0.12,0.01,7.74,7.74
230471,355882,IMU,0.12,0.02,7.73,7.74
230571,355982,IMU,0.13,0.00,7.77,7.77
230671,356082,IMU,0.13,0.02,7.74,7.74
230771,356182,IMU,0.13,-0.01,7.75,7.75
230871,356282,IMU,0.14,0.02,7.77,7.77
230971,356382,IMU,0.13,0.00,7.73,7.73
231071,356482,IMU,0.13,0.01,7.77,7.77
231171,356582,IMU,0.11,0.01,7.72,7.72
231271,356682,IMU,0.11,-0.01,7.75,7.75
231371,356782,IMU,0.13,0.03,7.74,7.74
231471,356882,IMU,0.15,0.01,7.78,7.78
231571,356982,IMU,0.14,0.02,7.71,7.71
231671,357082,IMU,0.14,-0.01,7.76,7.76
231771,357182,IMU,0.14,-0.01,7.72,7.73
231870,357282,IMU,0.13,0.00,7.77,7.77
231970,357382,IMU,0.13,0.01,7.72,7.72
232070,357482,IMU,0.15,0.00,7.76,7.76
232252,357663,IMU,0.13,0.00,7.78,7.78
232270,357682,IMU,0.14,0.03,7.74,7.74
232370,357782,IMU,0.15,0.00,7.72,7.73
232470,357882,IMU,0.15,0.00,7.76,7.76
232570,357982,IMU,0.12,0.01,7.75,7.75
232670,358082,IMU,0.13,-0.01,7.74,7.74
232770,358182,IMU,0.13,0.02,7.75,7.75
232870,358282,IMU,0.16,0.02,7.75,7.75
232970,358382,IMU,0.12,-0.01,7.76,7.77
233070,358482,IMU,0.14,0.02,7.76,7.76
233170,358582,IMU,0.12,0.00,7.72,7.73
233270,358682,IMU,0.13,0.01,7.74,7.74
233370,358782,IMU,0.12,0.03,7.73,7.73
233470,358882,IMU,0.12,-0.01,7.73,7.73
233570,358982,IMU,0.11,0.01,7.75,7.75
233670,359082,IMU,0.13,0.02,7.77,7.77
233770,359182,IMU,0.14,0.00,7.74,7.74
233870,359282,IMU,0.13,0.01,7.76,7.76
233970,359382,IMU,0.13,0.03,7.76,7.76
234070,359482,IMU,0.13,0.02,7.76,7.77
234252,359663,IMU,0.11,-0.01,7.74,7.74
234270,359682,IMU,0.11,0.00,7.76,7.76
234370,359782,IMU,0.12,0.03,7.75,7.75
234470,359882,IMU,0.13,0.02,7.75,7.75
234570,359982,IMU,0.13,-0.01,7.76,7.76
234670,360082,IMU,0.12,0.01,7.74,7.74
234770,360182,IMU,0.14,0.01,7.74,7.74
234870,360282,IMU,0.14,0.01,7.75,7.75
234970,360382,IMU,0.14,-0.00,7.73,7.73
235070,360482,IMU,0.13,0.01,7.76,7.76
235170,360582,IMU,0.13,-0.01,7.74,7.74
235270,360682,IMU,0.11,0.03,7.74,7.74
235370,360782,IMU,0.11,-0.01,7.76,7.76
235470,360882,IMU,0.13,0.01,7.74,7.74
235570,360982,IMU,0.12,0.02,7.71,7.72
235670,361082,IMU,0.13,0.01,7.74,7.74
235770,361182,IMU,0.12,0.01,7.74,7.74
235870,361282,IMU,0.13,0.01,7.73,7.73
235970,361382,IMU,0.14,0.00,7.77,7.77
236070,361482,IMU,0.11,0.02,7.75,7.76
236252,361663,IMU,0.15,0.02,7.74,7.74
236270,361682,IMU,0.10,0.02,7.72,7.72
236370,361782,IMU,0.09,-0.00,7.73,7.73
236470,361882,IMU,0.12,0.04,7.78,7.78
236570,361982,IMU,0.12,0.03,7.75,7.75
236670,362082,IMU,0.14,-0.00,7.77,7.77
236770,362182,IMU,0.13,0.01,7.77,7.77
236870,362282,IMU,0.13,-0.00,7.77,7.77
236970,362382,IMU,0.11,0.02,7.73,7.73
237070,362482,IMU,0.16,0.05,7.71,7.71
237170,362582,IMU,0.17,0.00,7.74,7.74
237270,362682,IMU,0.13,-0.03,7.70,7.70
237370,362782,IMU,0.13,-0.01,7.74,7.74
237470,362882,IMU,0.12,0.01,7.78,7.78
237570,362982,IMU,0.11,0.01,7.75,7.75
237670,363082,IMU,0.12,-0.01,7.76,7.76
237770,363182,IMU,0.13,0.01,7.74,7.74
237870,363282,IMU,0.14,0.01,7.70,7.70
237970,363382,IMU,0.14,0.03,7.76,7.77
238070,363482,IMU,0.14,-0.00,7.74,7.74
238252,363663,IMU,0.12,0.03,7.72,7.72
238270,363682,IMU,0.13,0.01,7.77,7.77
238370,363782,IMU,0.11,-0.00,7.76,7.76
238470,363882,IMU,0.18,0.02,7.72,7.72
238570,363982,IMU,0.15,0.00,7.77,7.77
238670,364082,IMU,0.13,-0.02,7.61,7.61
238770,364182,IMU,0.14,0.04,7.78,7.78
238870,364282,IMU,0.14,-0.01,7.75,7.75
238970,364382,IMU,0.15,-0.05,7.75,7.76
239070,364482,IMU,0.13,-0.01,7.73,7.73
239170,364582,IMU,0.15,-0.00,7.76,7.76
239270,364682,IMU,0.12,0.02,7.74,7.74
239370,364782,IMU,0.13,-0.00,7.76,7.76
239470,364882,IMU,0.12,-0.01,7.73,7.73
239570,364982,IMU,0.14,0.01,7.76,7.76
239670,365082,IMU,0.12,0.01,7.73,7.73
239770,365182,IMU,0.11,0.01,7.74,7.74
239870,365282,IMU,0.14,0.01,7.75,7.76
239970,365382,IMU,0.12,0.01,7.72,7.73
240070,365482,IMU,0.11,0.01,7.75,7.75
240252,365663,IMU,0.13,0.02,7.75,7.75
240270,365682,IMU,0.12,0.01,7.78,7.78
240370,365782,IMU,0.14,0.02,7.75,7.75
240470,365882,IMU,0.13,0.02,7.74,7.74
240570,365982,IMU,0.12,-0.01,7.75,7.75
240670,366082,IMU,0.14,0.02,7.74,7.74
240770,366182,IMU,0.15,0.02,7.76,7.76
240870,366282,IMU,0.12,0.00,7.75,7.75
240970,366382,IMU,0.12,0.00,7.77,7.77
241070,366482,IMU,0.12,0.01,7.74,7.74
241170,366582,IMU,0.13,0.02,7.76,7.76
241270,366682,IMU,0.14,0.01,7.76,7.76
241370,366782,IMU,0.13,0.02,7.76,7.77
241470,366882,IMU,0.13,0.00,7.76,7.76
241570,366982,IMU,0.11,0.00,7.72,7.73
241670,367082,IMU,0.12,0.02,7.75,7.75
241770,367182,IMU,0.13,-0.00,7.77,7.77
241870,367282,IMU,0.13,-0.01,7.74,7.74
241970,367382,IMU,0.15,0.00,7.75,7.75
242070,367482,IMU,0.13,0.00,7.74,7.75
242252,367663,IMU,0.13,-0.02,7.75,7.75
242270,367682,IMU,0.14,0.02,7.74,7.74
242370,367782,IMU,0.14,0.02,7.75,7.75
242470,367882,IMU,0.12,0.01,7.73,7.74
242570,367982,IMU,0.13,0.02,7.76,7.76
242670,368082,IMU,0.13,0.02,7.77,7.77
242770,368182,IMU,0.12,0.00,7.77,7.77
242870,368282,IMU,0.14,0.01,7.76,7.77
242970,368382,IMU,0.13,0.02,7.75,7.75
243070,368482,IMU,0.13,0.01,7.71,7.71
243170,368582,IMU,0.11,0.01,7.77,7.77
243270,368682,IMU,0.14,0.01,7.74,7.75
243370,368782,IMU,0.14,0.02,7.75,7.75
243470,368882,IMU,0.12,-0.02,7.74,7.74
243570,368982,IMU,0.11,0.01,7.75,7.75
243670,369082,IMU,0.11,0.00,7.75,7.75
243770,369182,IMU,0.14,-0.01,7.75,7.75
243870,369282,IMU,0.13,-0.01,7.75,7.75
243970,369382,IMU,0.14,0.01,7.73,7.73
244070,369482,IMU,0.11,0.01,7.78,7.78
244252,369663,IMU,0.13,-0.01,7.77,7.77
244270,369682,IMU,0.12,0.01,7.76,7.76
244370,369782,IMU,0.13,0.01,7.76,7.76
244470,369882,IMU,0.13,0.01,7.76,7.76
244570,369982,IMU,0.13,-0.02,7.74,7.75
244670,370082,IMU,0.13,0.01,7.75,7.75
244770,370182,IMU,0.13,0.00,7.76,7.76
244870,370282,IMU,0.13,0.01,7.74,7.74
244970,370382,IMU,0.13,0.03,7.75,7.75
245070,370482,IMU,0.16,0.01,7.74,7.74
245170,370582,IMU,0.12,-0.00,7.74,7.74
245270,370682,IMU,0.11,0.02,7.75,7.75
245370,370782,IMU,0.10,0.02,7.78,7.78
