teensy_ms,esp_ms,sensor,accel_x,accel_y,accel_z,magnitude
27674,153082,IMU,0.14,0.02,7.74,7.74
27774,153182,IMU,0.14,0.03,7.72,7.73
27874,153282,IMU,0.11,0.02,7.73,7.73
27974,153382,IMU,0.11,0.02,7.74,7.74
28074,153482,IMU,0.15,0.02,7.75,7.75
28256,153663,IMU,0.14,0.03,7.74,7.74
28274,153682,IMU,0.13,0.01,7.75,7.75
28374,153782,IMU,0.14,0.02,7.74,7.74
28474,153882,IMU,0.14,0.04,7.76,7.76
28574,153982,IMU,0.14,0.01,7.72,7.73
28674,154082,IMU,0.14,0.01,7.71,7.71
28774,154182,IMU,0.14,0.02,7.76,7.76
28874,154282,IMU,0.14,0.04,7.72,7.73
28974,154382,IMU,0.15,0.04,7.74,7.74
29074,154482,IMU,0.12,0.03,7.72,7.73
29174,154582,IMU,0.15,0.01,7.80,7.80
29274,154682,IMU,0.14,0.02,7.75,7.75
29374,154782,IMU,0.16,0.01,7.75,7.75
29474,154882,IMU,0.14,0.03,7.75,7.76
29574,154982,IMU,0.12,0.02,7.73,7.73
29674,155082,IMU,0.11,0.03,7.74,7.74
29774,155182,IMU,0.14,0.03,7.73,7.74
29874,155282,IMU,0.13,0.03,7.73,7.73
29974,155382,IMU,0.13,0.02,7.73,7.73
30074,155482,IMU,0.14,0.01,7.74,7.74
30256,155663,IMU,0.13,0.02,7.71,7.71
30274,155682,IMU,0.13,0.02,7.75,7.75
30374,155782,IMU,0.13,0.02,7.76,7.77
30474,155882,IMU,0.14,0.01,7.74,7.75
30574,155982,IMU,0.14,0.02,7.75,7.75
30674,156082,IMU,0.13,0.01,7.75,7.75
30774,156182,IMU,0.14,0.01,7.75,7.75
30874,156282,IMU,0.14,0.03,7.73,7.73
30974,156382,IMU,0.15,0.01,7.75,7.76
31074,156482,IMU,0.15,0.03,7.75,7.75
31174,156582,IMU,0.15,0.03,7.78,7.78
31274,156682,IMU,0.12,-0.00,7.73,7.74
31374,156782,IMU,0.15,0.03,7.73,7.73
31474,156882,IMU,0.15,0.00,7.74,7.74
31574,156982,IMU,0.14,0.00,7.71,7.71
31674,157082,IMU,0.13,0.02,7.72,7.72
31774,157182,IMU,0.14,0.03,7.77,7.77
31874,157282,IMU,0.14,0.02,7.78,7.78
31974,157382,IMU,0.14,0.02,7.75,7.76
32074,157482,IMU,0.15,0.02,7.75,7.75
32256,157663,IMU,0.14,0.01,7.75,7.75
32274,157682,IMU,0.15,0.01,7.74,7.74
32374,157782,IMU,0.11,0.02,7.74,7.74
32474,157882,IMU,0.13,0.01,7.74,7.74
32574,157982,IMU,0.13,0.02,7.76,7.76
32674,158082,IMU,0.14,0.00,7.73,7.73
32774,158182,IMU,0.15,0.03,7.76,7.76
32874,158282,IMU,0.16,0.01,7.74,7.74
32974,158382,IMU,0.13,0.02,7.72,7.72
33074,158482,IMU,0.13,0.01,7.75,7.75
33174,158582,IMU,0.17,0.02,7.77,7.77
33274,158682,IMU,0.14,0.01,7.71,7.71
33374,158782,IMU,0.14,0.02,7.74,7.74
33474,158882,IMU,0.14,0.02,7.76,7.76
33574,158982,IMU,0.14,0.03,7.75,7.75
33674,159082,IMU,0.13,0.00,7.74,7.74
33774,159182,IMU,0.16,0.02,7.75,7.75
33874,159282,IMU,0.14,0.01,7.78,7.78
33974,159382,IMU,0.15,-0.00,7.75,7.75
34074,159482,IMU,0.13,0.03,7.76,7.76
34256,159663,IMU,0.14,0.01,7.72,7.73
34274,159682,IMU,0.13,0.02,7.74,7.75
34374,159782,IMU,0.14,0.02,7.74,7.74
34474,159882,IMU,0.13,-0.01,7.75,7.75
34574,159982,IMU,0.14,0.03,7.74,7.74
34674,160082,IMU,0.14,0.02,7.76,7.76
34774,160182,IMU,0.15,0.03,7.73,7.73
34874,160282,IMU,0.15,0.03,7.72,7.73
34974,160382,IMU,0.14,0.02,7.74,7.74
35074,160482,IMU,0.14,0.04,7.74,7.74
35174,160582,IMU,0.14,0.03,7.73,7.73
35274,160682,IMU,0.15,0.02,7.76,7.76
35374,160782,IMU,0.14,0.02,7.75,7.75
35474,160882,IMU,0.16,0.01,7.74,7.74
35574,160982,IMU,0.14,0.02,7.75,7.75
35674,161082,IMU,0.14,0.01,7.71,7.71
35774,161182,IMU,0.13,0.02,7.73,7.73
35874,161282,IMU,0.13,0.03,7.74,7.74
35974,161382,IMU,0.15,0.02,7.78,7.78
36074,161482,IMU,0.13,0.01,7.74,7.74
36256,161663,IMU,0.15,0.02,7.72,7.72
36274,161682,IMU,0.12,0.02,7.76,7.76
36374,161782,IMU,0.12,0.00,7.76,7.76
36474,161882,IMU,0.13,0.01,7.73,7.74
36574,161982,IMU,0.14,0.01,7.73,7.73
36674,162082,IMU,0.12,0.02,7.72,7.72
36774,162182,IMU,0.14,0.01,7.74,7.75
36874,162282,IMU,0.14,0.02,7.74,7.74
36974,162382,IMU,0.13,0.03,7.74,7.74
37074,162482,IMU,0.14,0.02,7.73,7.73
37174,162582,IMU,0.14,0.02,7.77,7.77
37274,162682,IMU,0.13,0.02,7.73,7.73
37374,162782,IMU,0.14,0.02,7.75,7.75
37474,162882,IMU,0.15,0.03,7.73,7.74
37574,162982,IMU,0.12,0.01,7.76,7.76
37674,163082,IMU,0.14,0.03,7.72,7.72
37774,163182,IMU,0.14,0.01,7.74,7.74
37874,163282,IMU,0.12,0.03,7.77,7.77
37974,163382,IMU,0.12,0.02,7.74,7.74
38074,163482,IMU,0.14,0.01,7.75,7.75
38255,163663,IMU,0.13,0.03,7.73,7.73
38274,163682,IMU,0.14,0.03,7.75,7.75
38374,163782,IMU,0.13,0.02,7.74,7.74
38474,163882,IMU,0.13,0.03,7.73,7.73
38574,163982,IMU,0.13,0.02,7.75,7.76
38674,164082,IMU,0.16,0.04,7.74,7.74
38774,164182,IMU,0.14,0.02,7.76,7.76
38874,164282,IMU,0.14,0.03,7.74,7.74
38974,164382,IMU,0.15,0.03,7.78,7.78
39074,164482,IMU,0.12,0.02,7.75,7.75
39174,164582,IMU,0.13,-0.00,7.76,7.76
39274,164682,IMU,0.14,0.02,7.72,7.72
39374,164782,IMU,0.14,0.02,7.75,7.75
39474,164882,IMU,0.13,0.02,7.74,7.74
39574,164982,IMU,0.15,0.03,7.71,7.72
39674,165082,IMU,0.17,0.02,7.73,7.74
39774,165182,IMU,0.14,0.03,7.74,7.74
39874,165282,IMU,0.14,0.03,7.74,7.74
39974,165382,IMU,0.12,0.01,7.74,7.74
40074,165482,IMU,0.13,0.01,7.77,7.77
40255,165663,IMU,0.15,0.02,7.73,7.73
40274,165682,IMU,0.13,0.01,7.77,7.77
40374,165782,IMU,0.14,0.03,7.74,7.74
40474,165882,IMU,0.15,0.03,7.70,7.70
40574,165982,IMU,0.14,0.01,7.75,7.75
40674,166082,IMU,0.13,0.02,7.78,7.78
40774,166182,IMU,0.12,0.02,7.73,7.73
40874,166282,IMU,0.14,0.02,7.76,7.77
40974,166382,IMU,0.13,0.05,7.75,7.75
41074,166482,IMU,0.14,0.02,7.76,7.76
41174,166582,IMU,0.15,0.02,7.72,7.73
41274,166682,IMU,0.15,0.01,7.73,7.73
41374,166782,IMU,0.12,0.01,7.74,7.74
41474,166882,IMU,0.13,0.02,7.73,7.73
41574,166982,IMU,0.14,0.02,7.74,7.74
41674,167082,IMU,0.14,0.03,7.73,7.73
41774,167182,IMU,0.14,0.02,7.72,7.72
41874,167282,IMU,0.14,-0.01,7.74,7.74
41974,167382,IMU,0.14,0.02,7.74,7.74
42074,167482,IMU,0.15,0.02,7.71,7.71
42255,167663,IMU,0.14,0.00,7.76,7.76
42274,167682,IMU,0.14,-0.01,7.72,7.72
42374,167782,IMU,0.13,0.02,7.74,7.74
42474,167882,IMU,0.14,0.01,7.71,7.71
42574,167982,IMU,0.13,0.03,7.74,7.74
42674,168082,IMU,0.13,0.01,7.75,7.75
42774,168182,IMU,0.12,0.02,7.71,7.72
42874,168282,IMU,0.14,0.01,7.77,7.77
42974,168382,IMU,0.13,0.03,7.72,7.72
43074,168482,IMU,0.14,0.02,7.75,7.75
43174,168582,IMU,0.14,0.01,7.75,7.75
43274,168682,IMU,0.14,0.03,7.72,7.73
43374,168782,IMU,0.14,0.03,7.76,7.76
43474,168882,IMU,0.12,0.01,7.75,7.75
43574,168982,IMU,0.15,0.02,7.74,7.74
43674,169082,IMU,0.15,0.02,7.75,7.75
43774,169182,IMU,0.12,0.03,7.76,7.76
43874,169282,IMU,0.14,0.01,7.75,7.75
43974,169382,IMU,0.14,0.03,7.74,7.74
44074,169482,IMU,0.14,0.04,7.75,7.76
44256,169663,IMU,0.12,-0.00,7.78,7.78
44274,169682,IMU,0.13,0.00,7.73,7.73
44374,169782,IMU,0.12,0.02,7.74,7.74
44474,169882,IMU,0.12,0.01,7.74,7.74
44574,169982,IMU,0.14,0.01,7.73,7.73
44674,170082,IMU,0.14,0.02,7.74,7.74
44774,170182,IMU,0.14,-0.00,7.75,7.75
44874,170282,IMU,0.13,0.02,7.74,7.74
44974,170382,IMU,0.14,0.02,7.76,7.76
45074,170482,IMU,0.14,0.01,7.75,7.75
45174,170582,IMU,0.14,-0.00,7.74,7.74
45274,170682,IMU,0.14,0.03,7.74,7.74
45374,170782,IMU,0.14,0.02,7.73,7.73
45474,170882,IMU,0.13,0.02,7.72,7.73
45574,170982,IMU,0.13,0.01,7.76,7.76
45674,171082,IMU,0.12,0.03,7.74,7.74
45774,171182,IMU,0.13,0.02,7.75,7.75
45874,171282,IMU,0.14,0.00,7.73,7.73
45974,171382,IMU,0.15,0.02,7.74,7.74
46074,171482,IMU,0.13,0.02,7.74,7.75
46256,171663,IMU,0.14,0.01,7.74,7.74
46274,171682,IMU,0.14,0.03,7.76,7.76
46374,171782,IMU,0.14,0.02,7.76,7.76
46474,171882,IMU,0.13,0.01,7.79,7.79
46574,171982,IMU,0.13,0.01,7.72,7.72
46674,172082,IMU,0.14,0.03,7.75,7.75
46774,172182,IMU,0.14,0.02,7.72,7.73
46874,172282,IMU,0.12,0.02,7.75,7.75
46974,172382,IMU,0.15,0.01,7.72,7.73
47074,172482,IMU,0.13,0.02,7.73,7.73
47174,172582,IMU,0.15,0.02,7.74,7.75
47274,172682,IMU,0.12,0.02,7.73,7.74
47374,172782,IMU,0.14,0.02,7.73,7.73
47474,172882,IMU,0.12,0.02,7.75,7.75
47574,172982,IMU,0.14,-0.00,7.73,7.73
47674,173082,IMU,0.15,0.01,7.75,7.75
47774,173182,IMU,0.13,0.01,7.75,7.75
47874,173282,IMU,0.14,0.02,7.74,7.74
47974,173382,IMU,0.15,0.03,7.73,7.73
48074,173482,IMU,0.16,0.00,7.72,7.73
48255,173663,IMU,0.13,0.03,7.75,7.75
48274,173682,IMU,0.14,0.01,7.76,7.77
48374,173782,IMU,0.12,0.01,7.72,7.72
48474,173882,IMU,0.14,0.00,7.73,7.73
48574,173982,IMU,0.14,0.01,7.74,7.74
48674,174082,IMU,0.14,0.01,7.73,7.73
48774,174182,IMU,0.15,0.01,7.75,7.75
48874,174282,IMU,0.14,0.01,7.72,7.73
48974,174382,IMU,0.11,0.04,7.73,7.73
49074,174482,IMU,0.13,0.01,7.74,7.74
49174,174582,IMU,0.15,0.01,7.72,7.73
49274,174682,IMU,0.16,0.00,7.75,7.75
49374,174782,IMU,0.15,0.01,7.73,7.73
49474,174882,IMU,0.14,0.03,7.76,7.76
49574,174982,IMU,0.12,0.02,7.73,7.73
49674,175082,IMU,0.13,0.02,7.72,7.72
49774,175182,IMU,0.11,0.03,7.72,7.72
49874,175282,IMU,0.12,0.00,7.77,7.77
49974,175382,IMU,0.13,0.02,7.76,7.77
50074,175482,IMU,0.13,0.02,7.77,7.77
50256,175663,IMU,0.13,0.03,7.76,7.76
50274,175682,IMU,0.14,0.00,7.72,7.72
50374,175782,IMU,0.13,0.02,7.74,7.75
50474,175882,IMU,0.15,-0.00,7.75,7.75
50574,175982,IMU,0.14,0.03,7.75,7.75
50674,176082,IMU,0.13,0.02,7.75,7.75
50774,176182,IMU,0.13,0.01,7.74,7.74
50874,176282,IMU,0.13,0.00,7.74,7.74
50974,176382,IMU,0.12,0.01,7.75,7.75
51074,176482,IMU,0.12,0.01,7.73,7.74
51174,176582,IMU,0.14,0.02,7.75,7.76
51274,176682,IMU,0.12,0.02,7.74,7.74
51374,176782,IMU,0.13,0.01,7.76,7.76
51474,176882,IMU,0.14,0.02,7.75,7.75
51574,176982,IMU,0.13,0.01,7.75,7.75
51674,177082,IMU,0.13,0.02,7.76,7.76
51774,177182,IMU,0.14,0.01,7.76,7.76
51874,177282,IMU,0.15,0.00,7.75,7.76
51974,177382,IMU,0.16,0.00,7.75,7.76
52074,177482,IMU,0.14,0.01,7.74,7.74
52256,177663,IMU,0.14,0.00,7.76,7.76
52274,177682,IMU,0.14,0.02,7.76,7.76
52374,177782,IMU,0.12,0.03,7.71,7.72
52474,177882,IMU,0.15,0.03,7.75,7.75
52574,177982,IMU,0.13,0.02,7.72,7.73
52674,178082,IMU,0.14,-0.00,7.71,7.71
52774,178182,IMU,0.14,0.02,7.74,7.74
52874,178282,IMU,0.13,0.02,7.74,7.74
52974,178382,IMU,0.15,0.01,7.76,7.76
53074,178482,IMU,0.13,0.02,7.74,7.75
53174,178582,IMU,0.14,0.01,7.76,7.76
53274,178682,IMU,0.14,-0.01,7.76,7.77
53374,178782,IMU,0.14,0.01,7.74,7.74
53474,178882,IMU,0.14,0.03,7.73,7.74
53574,178982,IMU,0.11,0.03,7.74,7.74
53674,179082,IMU,0.14,0.03,7.71,7.71
53774,179182,IMU,0.13,0.03,7.75,7.75
53874,179282,IMU,0.15,0.01,7.76,7.76
53974,179382,IMU,0.13,0.02,7.76,7.76
54074,179482,IMU,0.13,0.00,7.75,7.75
54256,179663,IMU,0.13,0.01,7.73,7.73
54274,179682,IMU,0.14,0.03,7.77,7.77
54374,179782,IMU,0.14,0.03,7.75,7.75
54474,179882,IMU,0.13,0.02,7.74,7.74
54574,179982,IMU,0.15,0.01,7.75,7.75
54674,180082,IMU,0.15,0.02,7.71,7.71
54774,180182,IMU,0.13,0.03,7.72,7.73
54874,180282,IMU,0.14,0.01,7.74,7.74
54974,180382,IMU,0.16,0.01,7.77,7.77
55074,180482,IMU,0.11,0.01,7.75,7.76
55174,180582,IMU,0.14,0.01,7.73,7.73
55274,180682,IMU,0.13,0.01,7.74,7.74
55374,180782,IMU,0.12,0.01,7.75,7.75
55474,180882,IMU,0.13,0.03,7.75,7.75
55574,180982,IMU,0.14,0.03,7.74,7.74
55674,181082,IMU,0.15,0.01,7.77,7.77
55774,181182,IMU,0.13,0.03,7.74,7.74
55874,181282,IMU,0.11,0.01,7.75,7.75
55974,181382,IMU,0.13,-0.01,7.76,7.76
56074,181482,IMU,0.13,0.01,7.74,7.74
56255,181663,IMU,0.13,0.03,7.73,7.73
56274,181682,IMU,0.13,-0.00,7.74,7.74
56374,181782,IMU,0.14,0.00,7.74,7.74
56474,181882,IMU,0.13,0.01,7.75,7.75
56574,181982,IMU,0.14,0.03,7.75,7.75
56674,182082,IMU,0.14,0.01,7.78,7.78
56774,182182,IMU,0.12,0.03,7.76,7.76
56874,182282,IMU,0.13,-0.01,7.77,7.77
56974,182382,IMU,0.13,0.01,7.75,7.75
57074,182482,IMU,0.14,0.01,7.74,7.75
57174,182582,IMU,0.14,0.02,7.74,7.74
57274,182682,IMU,0.13,0.00,7.77,7.77
57374,182782,IMU,0.14,0.02,7.78,7.78
57474,182882,IMU,0.12,-0.00,7.74,7.74
57574,182982,IMU,0.12,0.02,7.76,7.76
57674,183082,IMU,0.15,0.01,7.77,7.77
57774,183182,IMU,0.16,0.02,7.75,7.75
57874,183282,IMU,0.14,0.02,7.73,7.73
57974,183382,IMU,0.14,0.02,7.73,7.74
58074,183482,IMU,0.14,0.03,7.73,7.73
58255,183663,IMU,0.13,0.02,7.75,7.75
58274,183682,IMU,0.13,0.02,7.75,7.75
58374,183782,IMU,0.13,0.02,7.75,7.76
58474,183882,IMU,0.14,0.01,7.74,7.75
58574,183982,IMU,0.16,0.03,7.75,7.75
58674,184082,IMU,0.15,0.02,7.74,7.74
58774,184182,IMU,0.14,0.01,7.75,7.75
58874,184282,IMU,0.15,0.00,7.75,7.75
58974,184382,IMU,0.13,0.02,7.75,7.75
59074,184482,IMU,0.15,0.00,7.72,7.72
59174,184582,IMU,0.13,0.03,7.76,7.76
59274,184682,IMU,0.13,0.01,7.74,7.74
59374,184782,IMU,0.14,0.03,7.76,7.76
59474,184882,IMU,0.16,0.01,7.74,7.74
59574,184982,IMU,0.13,0.03,7.76,7.76
59674,185082,IMU,0.12,0.03,7.72,7.72
59774,185182,IMU,0.14,0.03,7.74,7.75
59874,185282,IMU,0.14,0.00,7.74,7.74
59974,185382,IMU,0.13,0.00,7.76,7.76
60074,185482,IMU,0.12,0.00,7.75,7.75
60255,185663,IMU,0.12,0.01,7.74,7.74
60274,185682,IMU,0.14,0.02,7.74,7.74
60374,185782,IMU,0.14,0.04,7.73,7.73
60474,185882,IMU,0.13,0.02,7.72,7.72
60574,185982,IMU,0.15,0.00,7.75,7.75
60674,186082,IMU,0.14,0.01,7.73,7.73
60774,186182,IMU,0.12,-0.00,7.74,7.74
60874,186282,IMU,0.14,0.01,7.73,7.73
60974,186382,IMU,0.14,0.01,7.74,7.75
61074,186482,IMU,0.14,0.01,7.73,7.73
61174,186582,IMU,0.14,0.01,7.73,7.73
61274,186682,IMU,0.13,0.02,7.76,7.76
61374,186782,IMU,0.13,0.01,7.76,7.77
61474,186882,IMU,0.14,0.00,7.73,7.73
61574,186982,IMU,0.14,0.01,7.75,7.75
61674,187082,IMU,0.12,0.00,7.78,7.78
61774,187182,IMU,0.13,0.03,7.72,7.72
61874,187282,IMU,0.12,0.02,7.76,7.76
61974,187382,IMU,0.14,0.03,7.76,7.76
62074,187482,IMU,0.14,0.02,7.75,7.75
62255,187663,IMU,0.13,0.03,7.76,7.76
62274,187682,IMU,0.13,0.00,7.76,7.76
62374,187782,IMU,0.14,0.01,7.75,7.75
62474,187882,IMU,0.14,0.02,7.73,7.73
62574,187982,IMU,0.14,0.03,7.74,7.74
62674,188082,IMU,0.13,0.03,7.74,7.74
62774,188182,IMU,0.14,0.04,7.74,7.74
62874,188282,IMU,0.13,0.01,7.74,7.74
62974,188382,IMU,0.14,0.03,7.74,7.74
63074,188482,IMU,0.14,0.03,7.74,7.74
63174,188582,IMU,0.14,0.04,7.75,7.75
63274,188682,IMU,0.14,0.02,7.74,7.74
63374,188782,IMU,0.13,0.00,7.72,7.72
63474,188882,IMU,0.12,0.02,7.72,7.72
63574,188982,IMU,0.14,0.03,7.74,7.74
63674,189082,IMU,0.12,0.01,7.74,7.74
63774,189182,IMU,0.13,0.03,7.75,7.76
63874,189282,IMU,0.13,0.00,7.74,7.74
63974,189382,IMU,0.14,0.03,7.73,7.73
64074,189482,IMU,0.13,0.03,7.75,7.75
64255,189663,IMU,0.14,0.02,7.75,7.75
64274,189682,IMU,0.12,0.02,7.75,7.75
64374,189782,IMU,0.14,0.01,7.76,7.76
64474,189882,IMU,0.14,0.02,7.72,7.72
64574,189982,IMU,0.14,0.01,7.76,7.76
64674,190082,IMU,0.13,0.01,7.71,7.72
64774,190182,IMU,0.15,0.01,7.76,7.76
64874,190282,IMU,0.13,0.00,7.75,7.75
64974,190382,IMU,0.14,0.02,7.73,7.73
65074,190482,IMU,0.14,0.03,7.72,7.72
65174,190582,IMU,0.13,-0.00,7.75,7.75
65274,190682,IMU,0.15,-0.00,7.75,7.75
65374,190782,IMU,0.15,0.00,7.73,7.74
65474,190882,IMU,0.15,0.01,7.76,7.76
65574,190982,IMU,0.12,0.01,7.74,7.74
65674,191082,IMU,0.14,0.00,7.76,7.76
65774,191182,IMU,0.14,0.01,7.73,7.73
65874,191282,IMU,0.13,-0.00,7.74,7.74
65974,191382,IMU,0.14,0.01,7.74,7.74
66074,191482,IMU,0.16,0.01,7.75,7.75
66255,191663,IMU,0.13,0.02,7.72,7.73
66274,191682,IMU,0.12,0.03,7.74,7.74
66374,191782,IMU,0.12,0.01,7.76,7.76
66474,191882,IMU,0.13,-0.00,7.75,7.75
66574,191982,IMU,0.12,0.03,7.72,7.73
66674,192082,IMU,0.14,0.01,7.77,7.77
66774,192182,IMU,0.12,0.01,7.75,7.75
66874,192282,IMU,0.14,0.00,7.80,7.80
66974,192382,IMU,0.12,0.01,7.77,7.77
67074,192482,IMU,0.14,0.04,7.76,7.76
67174,192582,IMU,0.13,0.02,7.74,7.74
67274,192682,IMU,0.14,0.01,7.76,7.77
67374,192782,IMU,0.13,0.00,7.74,7.74
67474,192882,IMU,0.13,0.01,7.74,7.74
67574,192982,IMU,0.14,0.01,7.75,7.75
67674,193082,IMU,0.12,0.01,7.72,7.72
67774,193182,IMU,0.13,-0.01,7.73,7.73
67874,193282,IMU,0.13,0.01,7.74,7.74
67974,193382,IMU,0.13,-0.02,7.74,7.74
68074,193482,IMU,0.16,0.00,7.74,7.74
68255,193663,IMU,0.11,0.01,7.71,7.71
68274,193682,IMU,0.13,0.01,7.73,7.73
68374,193782,IMU,0.12,0.04,7.74,7.74
68474,193882,IMU,0.12,0.01,7.75,7.76
68574,193982,IMU,0.13,0.03,7.74,7.74
68674,194082,IMU,0.13,-0.00,7.75,7.75
68774,194182,IMU,0.14,0.01,7.73,7.74
68874,194282,IMU,0.13,0.01,7.74,7.74
68974,194382,IMU,0.15,0.01,7.76,7.76
69074,194482,IMU,0.13,0.02,7.74,7.74
69174,194582,IMU,0.11,0.01,7.72,7.72
69274,194682,IMU,0.11,-0.00,7.77,7.77
69374,194782,IMU,0.13,0.02,7.74,7.75
69473,194882,IMU,0.16,0.03,7.76,7.76
69573,194982,IMU,0.13,0.03,7.74,7.75
69673,195082,IMU,0.12,0.01,7.73,7.73
69773,195182,IMU,0.14,0.02,7.74,7.74
69873,195282,IMU,0.12,-0.01,7.77,7.77
69973,195382,IMU,0.14,0.02,7.76,7.76
70073,195482,IMU,0.13,-0.01,7.74,7.74
70255,195663,IMU,0.16,0.02,7.74,7.74
70273,195682,IMU,0.15,0.02,7.77,7.77
70373,195782,IMU,0.11,0.00,7.73,7.73
70473,195882,IMU,0.13,0.02,7.77,7.77
70573,195982,IMU,0.14,0.03,7.76,7.77
70673,196082,IMU,0.11,0.01,7.74,7.74
70773,196182,IMU,0.12,0.02,7.74,7.74
70873,196282,IMU,0.15,0.02,7.77,7.77
70973,196382,IMU,0.14,0.01,7.75,7.75
71073,196482,IMU,0.15,0.01,7.74,7.75
71173,196582,IMU,0.13,0.03,7.77,7.77
71273,196682,IMU,0.15,0.00,7.75,7.75
71373,196782,IMU,0.12,0.03,7.76,7.76
71473,196882,IMU,0.13,0.03,7.76,7.76
71573,196982,IMU,0.12,0.03,7.75,7.75
71673,197082,IMU,0.15,0.01,7.75,7.75
71773,197182,IMU,0.14,0.02,7.74,7.74
71873,197282,IMU,0.15,0.03,7.78,7.78
71973,197382,IMU,0.13,0.03,7.73,7.73
72073,197482,IMU,0.14,0.01,7.74,7.74
72255,197663,IMU,0.14,0.01,7.77,7.77
72273,197682,IMU,0.13,0.01,7.72,7.72
72373,197782,IMU,0.14,0.02,7.75,7.75
72473,197882,IMU,0.14,0.02,7.73,7.73
72573,197982,IMU,0.14,0.01,7.75,7.75
72673,198082,IMU,0.14,0.01,7.75,7.75
72773,198182,IMU,0.13,0.02,7.78,7.78
72873,198282,IMU,0.14,0.01,7.76,7.76
72973,198382,IMU,0.15,0.00,7.76,7.77
73073,198482,IMU,0.16,-0.00,7.75,7.75
73173,198582,IMU,0.14,0.02,7.73,7.73
73273,198682,IMU,0.14,0.01,7.75,7.75
73373,198782,IMU,0.14,0.00,7.77,7.78
73473,198882,IMU,0.14,0.03,7.75,7.75
73573,198982,IMU,0.14,0.02,7.74,7.75
73673,199082,IMU,0.15,0.01,7.74,7.74
73773,199182,IMU,0.12,0.02,7.71,7.71
73873,199282,IMU,0.13,0.01,7.76,7.76
73973,199382,IMU,0.15,-0.01,7.71,7.71
74073,199482,IMU,0.14,-0.03,7.70,7.71
74255,199663,IMU,0.11,0.04,7.71,7.71
74273,199682,IMU,0.13,0.01,7.76,7.76
74373,199782,IMU,0.16,-0.01,7.70,7.70
74473,199882,IMU,0.13,0.01,7.74,7.74
74573,199982,IMU,0.12,0.02,7.76,7.76
74673,200082,IMU,0.14,0.02,7.75,7.75
74773,200182,IMU,0.13,0.00,7.73,7.73
74873,200282,IMU,0.14,0.03,7.73,7.73
74973,200382,IMU,0.12,0.01,7.78,7.78
75073,200482,IMU,0.14,-0.01,7.73,7.73
75173,200582,IMU,0.14,0.01,7.78,7.78
75273,200682,IMU,0.13,0.01,7.76,7.76
75373,200782,IMU,0.15,0.01,7.78,7.78
75473,200882,IMU,0.12,0.01,7.77,7.77
75573,200982,IMU,0.14,0.03,7.75,7.75
75673,201082,IMU,0.13,0.00,7.78,7.79
75773,201182,IMU,0.12,-0.00,7.77,7.77
75873,201282,IMU,0.14,0.02,7.77,7.77
75973,201382,IMU,0.14,0.01,7.75,7.75
76073,201482,IMU,0.14,0.03,7.76,7.77
76255,201663,IMU,0.14,0.01,7.74,7.74
76273,201682,IMU,0.14,0.02,7.78,7.78
76373,201782,IMU,0.14,0.02,7.76,7.76
76473,201882,IMU,0.12,0.00,7.73,7.74
76573,201982,IMU,0.13,0.03,7.75,7.75
76673,202082,IMU,0.14,0.03,7.75,7.75
76773,202182,IMU,0.15,-0.01,7.75,7.75
76873,202282,IMU,0.15,-0.01,7.72,7.72
76973,202382,IMU,0.13,0.01,7.72,7.72
77073,202482,IMU,0.14,0.02,7.74,7.74
77173,202582,IMU,0.14,0.01,7.76,7.76
77273,202682,IMU,0.13,0.02,7.74,7.74
77373,202782,IMU,0.14,0.04,7.74,7.74
77473,202882,IMU,0.13,0.03,7.76,7.76
77573,202982,IMU,0.13,0.01,7.75,7.75
77673,203082,IMU,0.12,-0.01,7.74,7.74
77773,203182,IMU,0.15,0.02,7.74,7.74
77873,203282,IMU,0.13,0.02,7.74,7.74
77973,203382,IMU,0.13,0.01,7.72,7.72
78073,203482,IMU,0.14,-0.01,7.76,7.76
78255,203663,IMU,0.14,0.01,7.76,7.77
78273,203682,IMU,0.13,-0.00,7.72,7.72
78373,203782,IMU,0.12,0.00,7.75,7.75
78473,203882,IMU,0.13,0.03,7.76,7.76
78573,203982,IMU,0.14,0.02,7.75,7.75
78673,204082,IMU,0.12,0.01,7.72,7.72
78773,204182,IMU,0.14,0.01,7.76,7.76
78873,204282,IMU,0.14,0.03,7.75,7.75
78973,204382,IMU,0.13,0.02,7.74,7.74
79073,204482,IMU,0.11,0.02,7.77,7.77
79173,204582,IMU,0.12,0.02,7.75,7.75
79273,204682,IMU,0.15,0.02,7.77,7.77
79373,204782,IMU,0.12,0.02,7.76,7.76
79473,204882,IMU,0.14,0.01,7.77,7.77
79573,204982,IMU,0.11,-0.00,7.76,7.77
79673,205082,IMU,0.12,0.04,7.76,7.76
79773,205182,IMU,0.13,0.03,7.77,7.77
79873,205282,IMU,0.14,0.02,7.74,7.74
79973,205382,IMU,0.12,0.01,7.75,7.75
80073,205482,IMU,0.12,0.01,7.72,7.73
80255,205663,IMU,0.13,0.03,7.71,7.71
80273,205682,IMU,0.14,0.01,7.75,7.75
80373,205782,IMU,0.14,0.03,7.74,7.74
80473,205882,IMU,0.11,0.01,7.73,7.73
80573,205982,IMU,0.16,0.02,7.75,7.75
80673,206082,IMU,0.14,0.01,7.74,7.74
80773,206182,IMU,0.11,0.02,7.74,7.74
80873,206282,IMU,0.14,0.01,7.72,7.72
80973,206382,IMU,0.14,0.00,7.75,7.75
81073,206482,IMU,0.12,0.01,7.76,7.76
