teensy_ms,esp_ms,sensor,temperature,humidity,pressure,gas
149318,564534,ENV,22.74,59.98,0.00,0.00
150318,565534,ENV,22.73,59.98,0.00,0.00
151318,566534,ENV,22.73,59.99,0.00,0.00
152318,567534,ENV,22.72,60.02,0.00,0.00
153318,568534,ENV,22.70,60.06,0.00,0.00
154318,569534,ENV,22.71,60.10,0.00,0.00
155318,570534,ENV,22.71,60.11,0.00,0.00
156318,571534,ENV,22.70,60.12,0.00,0.00
157318,572534,ENV,22.70,60.13,0.00,0.00
158318,573534,ENV,22.69,60.16,0.00,0.00
159318,574534,ENV,22.69,60.19,0.00,0.00
160318,575534,ENV,22.68,60.19,0.00,0.00
161318,576534,ENV,22.67,60.10,0.00,0.00
162318,577534,ENV,23.58,65.08,0.00,0.00
163317,578534,ENV,24.16,69.13,0.00,0.00
164317,579534,ENV,24.51,72.12,0.00,0.00
165317,580534,ENV,24.80,73.24,0.00,0.00
166317,581534,ENV,25.14,73.97,0.00,0.00
167317,582534,ENV,25.45,74.43,0.00,0.00
168317,583534,ENV,25.72,74.76,0.00,0.00
169317,584534,ENV,25.97,74.90,0.00,0.00
170317,585534,ENV,26.19,75.01,0.00,0.00
171317,586534,ENV,26.33,75.11,0.00,0.00
172317,587534,ENV,26.49,75.14,0.00,0.00
173317,588534,ENV,26.54,75.41,0.00,0.00
